snapshot_key,fecha_lista,producto_objetivo,id_comercio,id_bandera,id_sucursal,proveedor_razon_social,proveedor_nombre,sucursal_nombre,sucursal_tipo,sucursal_localidad,sucursal_provincia,sucursal_direccion,producto_id,producto_ean,producto_descripcion,producto_marca,producto_presentacion,precio_unitario_con_iva,precio_unitario_sin_iva,unidad_venta,precio_bulto_con_iva,precio_bulto_sin_iva,promo1_precio_con_iva,promo1_leyenda,promo2_precio_con_iva,promo2_leyenda,comercio_ultima_actualizacion,archivo_origen
60|1|0013|7790580160807|Aceite maiz ARCOR x 900ml|4855.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790580160807,1,Aceite maiz ARCOR x 900ml,ARCOR,x 900ml,4855.00,4012.40,12.00,58260.00,48148.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798023697934|Aceite mezcla BONMAR pet x900cc|2299.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798023697934,1,Aceite mezcla BONMAR pet x900cc,BONMAR,x900cc,2299.00,1900.00,15.00,34485.00,28500.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7792180001665|Aceite girasol CAÑUELAS x1.5lt|4998.99,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7792180001665,1,Aceite girasol CAÑUELAS x1.5lt,CAÑUELAS,x1.5lt,4998.99,4131.40,12.00,59987.88,49576.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7792180007988|Aceite girasol CAÑUELAS x5lt|18999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7792180007988,1,Aceite girasol CAÑUELAS x5lt,CAÑUELAS,x5lt,18999.00,15701.65,4.00,75996.00,62806.60,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7792180001641|Aceite girasol CAÑUELAS x900cc|3099.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7792180001641,1,Aceite girasol CAÑUELAS x900cc,CAÑUELAS,x900cc,3099.00,2561.16,12.00,37188.00,30733.92,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790060023684|Aceite girasol COCINERO x1.5lt|4899.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790060023684,1,Aceite girasol COCINERO x1.5lt,COCINERO,x1.5lt,4899.00,4048.76,12.00,58788.00,48585.12,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070012050|Aceite girasol COCINERO x900cc|2999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070012050,1,Aceite girasol COCINERO x900cc,COCINERO,x900cc,2999.00,2478.51,15.00,44985.00,37177.65,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231604|Aceite girasol oliva COCINERO 1.5lt|6929.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231604,1,Aceite girasol oliva COCINERO 1.5lt,COCINERO,1.5lt,6929.00,5726.45,12.00,83148.00,68717.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790060234868|Aceite mezcla COCINERO x900cc|2599.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790060234868,1,Aceite mezcla COCINERO x900cc,COCINERO,x900cc,2599.00,2147.93,15.00,38985.00,32218.95,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231864|Aceite oliva COCINERO ext vir int.x500ml|10999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231864,1,Aceite oliva COCINERO ext vir int.x500ml,COCINERO,x500ml,10999.00,9090.08,12.00,131988.00,109080.96,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231871|Aceite oliva COCINERO ext vir sua.x500ml|10999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231871,1,Aceite oliva COCINERO ext vir sua.x500ml,COCINERO,x500ml,10999.00,9090.08,12.00,131988.00,109080.96,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798159930080|Aceite oliva ECOLIVA x5lt|57999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798159930080,1,Aceite oliva ECOLIVA x5lt,ECOLIVA,x5lt,57999.00,47933.06,4.00,231996.00,191732.24,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798080520077|Aceite oliva LA TOSCANA botella x500cc|13299.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798080520077,1,Aceite oliva LA TOSCANA botella x500cc,LA TOSCANA,x500cc,13299.00,10990.91,12.00,159588.00,131890.92,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798080522170|Aceite oliva LA TOSCANA extra vir.x250cc|7199.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798080522170,1,Aceite oliva LA TOSCANA extra vir.x250cc,LA TOSCANA,x250cc,7199.00,5949.59,12.00,86388.00,71395.08,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798316700808|Aceite girasol LEGITIMO x900ml|2999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798316700808,1,Aceite girasol LEGITIMO x900ml,LEGITIMO,x900ml,2999.00,2478.51,12.00,35988.00,29742.12,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231697|Aceite LIRA maiz x900ml|5724.99,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231697,1,Aceite LIRA maiz x900ml,LIRA,x900ml,5724.99,4731.40,15.00,85874.85,70971.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231420|Aceite girasol LIRA x1.5lt|5169.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231420,1,Aceite girasol LIRA x1.5lt,LIRA,x1.5lt,5169.00,4271.90,12.00,62028.00,51262.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231468|Aceite girasol LIRA x900cc|3525.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231468,1,Aceite girasol LIRA x900cc,LIRA,x900cc,3525.00,2913.22,15.00,52875.00,43698.30,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070265166|Aceite oliva LIRA clas.lata s/tacc x1lt|25705.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070265166,1,Aceite oliva LIRA clas.lata s/tacc x1lt,LIRA,x1lt,25705.00,21243.80,12.00,308460.00,254925.60,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070265173|Aceite oliva LIRA clas.latas/tacc x500ml|13195.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070265173,1,Aceite oliva LIRA clas.latas/tacc x500ml,LIRA,x500ml,13195.00,10904.96,6.00,79170.00,65429.76,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070231833|Aceite oliva LIRA extra virgen petx500ml|12759.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070231833,1,Aceite oliva LIRA extra virgen petx500ml,LIRA,,12759.00,10544.63,12.00,153108.00,126535.56,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790199603757|Aceite oliva MORIXE ext/virgen petx500ml|11475.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790199603757,1,Aceite oliva MORIXE ext/virgen petx500ml,MORIXE,,11475.00,9483.47,12.00,137700.00,113801.64,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790199603771|Aceite oliva MORIXE virgen petx500ml|9649.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790199603771,1,Aceite oliva MORIXE virgen petx500ml,MORIXE,,9649.00,7974.38,12.00,115788.00,95692.56,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790272001029|Aceite girasol NATURA x1.5lt|5249.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790272001029,1,Aceite girasol NATURA x1.5lt,NATURA,x1.5lt,5249.00,4338.02,12.00,62988.00,52056.24,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790272001036|Aceite girasol NATURA x3lt|11048.99,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790272001036,1,Aceite girasol NATURA x3lt,NATURA,x3lt,11048.99,9131.40,6.00,66293.94,54788.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790272004112|Aceite girasol NATURA x5lt|17999.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790272004112,1,Aceite girasol NATURA x5lt,NATURA,x5lt,17999.00,14875.21,4.00,71996.00,59500.84,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790272001005|Aceite girasol NATURA x900cc|3319.01,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790272001005,1,Aceite girasol NATURA x900cc,NATURA,x900cc,3319.01,2742.98,15.00,49785.15,41144.70,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790272008387|Aceite oliva NATURA andino x500cc|15049.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790272008387,1,Aceite oliva NATURA andino x500cc,NATURA,x500cc,15049.00,12437.19,6.00,90294.00,74623.14,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790272008394|Aceite oliva NATURA suave x500cc|12595.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790272008394,1,Aceite oliva NATURA suave x500cc,NATURA,x500cc,12595.00,10409.09,12.00,151140.00,124909.08,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7794870055798|Aceite girasol S&P pet x900cc|2899.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7794870055798,1,Aceite girasol S&P pet x900cc,S&P,x900cc,2899.00,2395.87,12.00,34788.00,28750.44,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798320518857|Aceite oliva S&P extra virgen pet x500ml|12359.00,2026-05-08,aceite,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798320518857,1,Aceite oliva S&P extra virgen pet x500ml,S&P,x500ml,12359.00,10214.05,12.00,148308.00,122568.60,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790639002560|Agua sin gas CELLIER x600cc|469.00,2026-05-08,agua-mineral,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790639002560,1,Agua sin gas CELLIER x600cc,CELLIER,x600cc,469.00,387.60,12.00,5628.00,4651.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790315000149|Agua mineral VILLA DEL SUR x1.65lt|1809.01,2026-05-08,agua-mineral,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790315000149,1,Agua mineral VILLA DEL SUR x1.65lt,VILLA DEL SUR,x1.65lt,1809.01,1495.56,6.00,10854.06,8973.36,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7799155000210|Agua mineral c/gas VILLAVICENCIOx1.5lt|2415.00,2026-05-08,agua-mineral,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7799155000210,1,Agua mineral c/gas VILLAVICENCIOx1.5lt,VILLAVICENCIO,5lt,2415.00,1996.72,6.00,14490.00,11980.32,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
63|1|17|7622201753061|TOSTADA CEREALITA DE ARROZ 160 gr|2999.88,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7622201753061,1,TOSTADA CEREALITA DE ARROZ 160 gr,CEREALITA,160 gr,2999.88,2479.24,24,71997.12,59501.76,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790070411952|OBLEA GALLO DE ARROZ 20 gr|899.88,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790070411952,1,OBLEA GALLO DE ARROZ 20 gr,GALLO,20 gr,899.88,743.70,144,129582.72,107092.80,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|8445290615831|AVENA NESTUM ARROZ PB 225 gr|5399.89,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,8445290615831,1,AVENA NESTUM ARROZ PB 225 gr,NESTUM,225 gr,5399.89,4462.72,12,64798.68,53552.64,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790071110335|GAL. RIERA CR.DE ARROZ 100 gr|1859.87,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790071110335,1,GAL. RIERA CR.DE ARROZ 100 gr,RIERA,100 gr,1859.87,1537.08,10,18598.70,15370.80,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790071080317|TOSTADA RIERA ARROZ DULCE 150 gr|2279.87,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790071080317,1,TOSTADA RIERA ARROZ DULCE 150 gr,RIERA,150 gr,2279.87,1884.19,12,27358.44,22610.28,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790071080416|TOSTADA RIERA ARROZ S/SAL 150 gr|2279.87,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790071080416,1,TOSTADA RIERA ARROZ S/SAL 150 gr,RIERA,150 gr,2279.87,1884.19,12,27358.44,22610.28,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790071080218|TOSTADA RIERA ARROZ SIN T 150 gr|2279.87,2026-05-08,arroz,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790071080218,1,TOSTADA RIERA ARROZ SIN T 150 gr,RIERA,150 gr,2279.87,1884.19,12,27358.44,22610.28,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
60|1|0013|7791120032554|Arroz largo fino 53 x1kg|1059.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791120032554,1,Arroz largo fino 53 x1kg,53,x1kg,1059.00,875.21,10.00,10590.00,8752.10,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7791120032561|Arroz largo fino 53 x500gr|534.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791120032561,1,Arroz largo fino 53 x500gr,53,x500gr,534.00,441.32,10.00,5340.00,4413.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790040129726|Tostadas CRIOLLITAS de arroz x110gr|2469.01,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790040129726,1,Tostadas CRIOLLITAS de arroz x110gr,CRIOLLITAS,x110gr,2469.01,2040.50,24.00,59256.24,48972.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790503199105|Arroz integral DOS HERMANOS x1kg|1709.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790503199105,1,Arroz integral DOS HERMANOS x1kg,DOS HERMANOS,x1kg,1709.00,1412.40,10.00,17090.00,14124.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790503199099|Arroz parboil DOS HERMANOS x1kg|1599.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790503199099,1,Arroz parboil DOS HERMANOS x1kg,DOS HERMANOS,x1kg,1599.00,1321.49,10.00,15990.00,13214.90,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790503199136|Arroz parboil DOS HERMANOS x500gr|899.01,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790503199136,1,Arroz parboil DOS HERMANOS x500gr,DOS HERMANOS,x500gr,899.01,742.98,10.00,8990.10,7429.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790503000265|Arroz yamani DOS HERMANOS int.x500gr|2079.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790503000265,1,Arroz yamani DOS HERMANOS int.x500gr,DOS HERMANOS,x500gr,2079.00,1718.18,10.00,20790.00,17181.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070431578|Arroz doble GALLO seleccion x1kg|3819.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070431578,1,Arroz doble GALLO seleccion x1kg,GALLO,x1kg,3819.00,3156.20,10.00,38190.00,31562.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070431431|Arroz doble GALLO x500gr|1699.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070431431,1,Arroz doble GALLO x500gr,GALLO,x500gr,1699.00,1404.13,10.00,16990.00,14041.30,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070433152|Arroz integral GALLO bolsa x500g|1339.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070433152,1,Arroz integral GALLO bolsa x500g,GALLO,x500g,1339.00,1106.61,10.00,13390.00,11066.10,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070431585|Arroz integral GALLO estuche x1kg|2975.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070431585,1,Arroz integral GALLO estuche x1kg,GALLO,x1kg,2975.00,2458.68,10.00,29750.00,24586.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070431417|Arroz parboil GALLO ORO bolsa x1kg|2139.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070431417,1,Arroz parboil GALLO ORO bolsa x1kg,GALLO,x1kg,2139.00,1767.77,10.00,21390.00,17677.70,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070433114|Arroz parboil GALLO ORO bolsa x500g|1105.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070433114,1,Arroz parboil GALLO ORO bolsa x500g,GALLO,x500g,1105.00,913.22,10.00,11050.00,9132.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070433091|Arroz parboil GALLO ORO estuche x1kg|2599.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070433091,1,Arroz parboil GALLO ORO estuche x1kg,GALLO,x1kg,2599.00,2147.93,10.00,25990.00,21479.30,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070432261|Arroz prep. GALLO queso seleccion x240g|2615.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070432261,1,Arroz prep. GALLO queso seleccion x240g,GALLO,x240g,2615.00,2161.16,12.00,31380.00,25933.92,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070432254|Arroz prep. GALLO veget. seleccion x240g|2615.00,2026-05-08,arroz,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070432254,1,Arroz prep. GALLO veget. seleccion x240g,GALLO,x240g,2615.00,2161.16,12.00,31380.00,25933.92,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
