snapshot_key,fecha_lista,producto_objetivo,id_comercio,id_bandera,id_sucursal,proveedor_razon_social,proveedor_nombre,sucursal_nombre,sucursal_tipo,sucursal_localidad,sucursal_provincia,sucursal_direccion,producto_id,producto_ean,producto_descripcion,producto_marca,producto_presentacion,precio_unitario_con_iva,precio_unitario_sin_iva,unidad_venta,precio_bulto_con_iva,precio_bulto_sin_iva,promo1_precio_con_iva,promo1_leyenda,promo2_precio_con_iva,promo2_leyenda,comercio_ultima_actualizacion,archivo_origen
60|1|0013|7791290794108|Detergente CIF Bioactive lima x300ml|1568.99,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791290794108,1,Detergente CIF Bioactive lima x300ml,CIF,x300ml,1568.99,1296.69,12.00,18827.88,15560.28,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7791290794115|Detergente CIF Bioactive lima x500ml|2615.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791290794115,1,Detergente CIF Bioactive lima x500ml,CIF,x500ml,2615.00,2161.16,12.00,31380.00,25933.92,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7791290794122|Detergente CIF Bioactive lima x750ml|4389.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791290794122,1,Detergente CIF Bioactive lima x750ml,CIF,x750ml,4389.00,3627.27,12.00,52668.00,43527.24,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7791290794054|Detergente CIF Bioactive limon x300ml|1568.99,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791290794054,1,Detergente CIF Bioactive limon x300ml,CIF,x300ml,1568.99,1296.69,12.00,18827.88,15560.28,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7791290794061|Detergente CIF Bioactive limon x500ml|2615.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791290794061,1,Detergente CIF Bioactive limon x500ml,CIF,x500ml,2615.00,2161.16,12.00,31380.00,25933.92,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7791290794078|Detergente CIF Bioactive limon x750ml|4389.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7791290794078,1,Detergente CIF Bioactive limon x750ml,CIF,x750ml,4389.00,3627.27,12.00,52668.00,43527.24,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7798131250458|Detergente HEROE ultra manzana x300ml|1225.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7798131250458,1,Detergente HEROE ultra manzana x300ml,HEROE,x300ml,1225.00,1012.40,24.00,29400.00,24297.60,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003404|Detergente MAGISTRAL limon crem x300ml|1899.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003404,1,Detergente MAGISTRAL limon crem x300ml,MAGISTRAL,x300ml,1899.00,1569.42,21.00,39879.00,32957.82,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003411|Detergente MAGISTRAL limon crem x500ml|3299.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003411,1,Detergente MAGISTRAL limon crem x500ml,MAGISTRAL,x500ml,3299.00,2726.45,20.00,65980.00,54529.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003787|Detergente MAGISTRAL limon d/p x450ml|3135.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003787,1,Detergente MAGISTRAL limon d/p x450ml,MAGISTRAL,x450ml,3135.00,2590.91,21.00,65835.00,54409.11,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003954|Detergente MAGISTRAL limon x225ml|1649.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003954,1,Detergente MAGISTRAL limon x225ml,MAGISTRAL,x225ml,1649.00,1362.81,21.00,34629.00,28619.01,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003022|Detergente MAGISTRAL limon x300ml|1899.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003022,1,Detergente MAGISTRAL limon x300ml,MAGISTRAL,x300ml,1899.00,1569.42,21.00,39879.00,32957.82,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003039|Detergente MAGISTRAL limon x500ml|3299.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003039,1,Detergente MAGISTRAL limon x500ml,MAGISTRAL,x500ml,3299.00,2726.45,20.00,65980.00,54529.00,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790990003046|Detergente MAGISTRAL limon x750ml|4699.00,2026-05-08,detergente,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790990003046,1,Detergente MAGISTRAL limon x750ml,MAGISTRAL,x750ml,4699.00,3883.47,18.00,84582.00,69902.46,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
63|1|17|7790070320285|FID. FAVORITA SPAGHETTI 500 gr|959.87,2026-05-08,fideos,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790070320285,1,FID. FAVORITA SPAGHETTI 500 gr,FAVORITA,500 gr,959.87,793.28,20,19197.40,15865.60,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790070336385|FID. LUCCHETTI SPAGHETTI 500 gr|1379.88,2026-05-08,fideos,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790070336385,1,FID. LUCCHETTI SPAGHETTI 500 gr,LUCCHETTI,500 gr,1379.88,1140.40,20,27597.60,22808.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790070336309|FID. MATARAZZO SPAGHETTI 500 gr|1379.88,2026-05-08,fideos,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790070336309,1,FID. MATARAZZO SPAGHETTI 500 gr,MATARAZZO,500 gr,1379.88,1140.40,20,27597.60,22808.00,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
60|1|0013|7730114000797|Fideos BLUE PATNA fetuccin s/tacc x500g|4465.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7730114000797,1,Fideos BLUE PATNA fetuccin s/tacc x500g,BLUE PATNA,x500g,4465.00,3690.08,18.00,80370.00,66421.44,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7730114100077|Fideos BLUE PATNA mostach.s/tacc x500gr|4465.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7730114100077,1,Fideos BLUE PATNA mostach.s/tacc x500gr,BLUE PATNA,x500gr,4465.00,3690.08,18.00,80370.00,66421.44,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7730114100015|Fideos BLUE PATNA spaghett s/tacc x500g|4465.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7730114100015,1,Fideos BLUE PATNA spaghett s/tacc x500g,BLUE PATNA,x500g,4465.00,3690.08,30.00,133950.00,110702.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336552|Fideos DON VICENTE case. a/huevo x500gr|2499.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336552,1,Fideos DON VICENTE case. a/huevo x500gr,DON VICENTE,x500gr,2499.00,2065.29,20.00,49980.00,41305.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336545|Fideos DON VICENTE fettu. a/huevo x500gr|2499.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336545,1,Fideos DON VICENTE fettu. a/huevo x500gr,DON VICENTE,x500gr,2499.00,2065.29,20.00,49980.00,41305.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336576|Fideos DON VICENTE tallar.a/huevo x500gr|2499.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336576,1,Fideos DON VICENTE tallar.a/huevo x500gr,DON VICENTE,x500gr,2499.00,2065.29,20.00,49980.00,41305.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070320285|Fideos FAVORITA spaghetti x500gr|794.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070320285,1,Fideos FAVORITA spaghetti x500gr,FAVORITA,x500gr,794.99,657.02,20.00,15899.80,13140.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070320292|Fideos FAVORITA tallarin x500gr|794.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070320292,1,Fideos FAVORITA tallarin x500gr,FAVORITA,x500gr,794.99,657.02,20.00,15899.80,13140.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070318343|Fideos LUCCHETTI  coditos x500gr|1098.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070318343,1,Fideos LUCCHETTI  coditos x500gr,LUCCHETTI,x500gr,1098.99,908.26,15.00,16484.85,13623.90,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336149|Fideos LUCCHETTI mostachol N52 x500g|1098.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336149,1,Fideos LUCCHETTI mostachol N52 x500g,LUCCHETTI,x500g,1098.99,908.26,15.00,16484.85,13623.90,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070318350|Fideos LUCCHETTI moños x500g|1799.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070318350,1,Fideos LUCCHETTI moños x500g,LUCCHETTI,x500g,1799.00,1486.78,15.00,26985.00,22301.70,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336361|Fideos LUCCHETTI penne rigate N45 x500g|1098.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336361,1,Fideos LUCCHETTI penne rigate N45 x500g,LUCCHETTI,x500g,1098.99,908.26,15.00,16484.85,13623.90,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336385|Fideos LUCCHETTI spaghetti N7 x500grs|1098.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336385,1,Fideos LUCCHETTI spaghetti N7 x500grs,LUCCHETTI,,1098.99,908.26,20.00,21979.80,18165.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070337108|Fideos LUCCHETTI spaghetti huevo x500gr|1649.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070337108,1,Fideos LUCCHETTI spaghetti huevo x500gr,LUCCHETTI,x500gr,1649.00,1362.81,20.00,32980.00,27256.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336118|Fideos LUCCHETTI tallarin N5 x500g|1098.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336118,1,Fideos LUCCHETTI tallarin N5 x500g,LUCCHETTI,x500g,1098.99,908.26,20.00,21979.80,18165.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070337009|Fideos LUCCHETTI tallarin huevo x500gr|1649.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070337009,1,Fideos LUCCHETTI tallarin huevo x500gr,LUCCHETTI,x500gr,1649.00,1362.81,20.00,32980.00,27256.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070337085|Fideos LUCCHETTI tirabuzon huevo x500gr|1649.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070337085,1,Fideos LUCCHETTI tirabuzon huevo x500gr,LUCCHETTI,x500gr,1649.00,1362.81,15.00,24735.00,20442.15,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336026|Fideos LUCCHETTI tirabuzon x500g|1098.99,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336026,1,Fideos LUCCHETTI tirabuzon x500g,LUCCHETTI,x500g,1098.99,908.26,15.00,16484.85,13623.90,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070320018|Fideos MATARAZZO ave maria x500gr|1405.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070320018,1,Fideos MATARAZZO ave maria x500gr,MATARAZZO,x500gr,1405.00,1161.16,15.00,21075.00,17417.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070318619|Fideos MATARAZZO codos rayado x500g|1405.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070318619,1,Fideos MATARAZZO codos rayado x500g,MATARAZZO,x500g,1405.00,1161.16,15.00,21075.00,17417.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336217|Fideos MATARAZZO mostacholes N52 x500g|1405.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336217,1,Fideos MATARAZZO mostacholes N52 x500g,MATARAZZO,x500g,1405.00,1161.16,15.00,21075.00,17417.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790230033031|Fideos MATARAZZO moños x500g|2099.89,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790230033031,1,Fideos MATARAZZO moños x500g,MATARAZZO,x500g,2099.89,1735.45,15.00,31498.35,26031.75,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336200|Fideos MATARAZZO penne rigate N48 x500g|1405.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336200,1,Fideos MATARAZZO penne rigate N48 x500g,MATARAZZO,x500g,1405.00,1161.16,15.00,21075.00,17417.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336002|Fideos MATARAZZO spaghetti s/tacc x500gr|2799.89,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336002,1,Fideos MATARAZZO spaghetti s/tacc x500gr,MATARAZZO,x500gr,2799.89,2313.96,20.00,55997.80,46279.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070335975|Fideos MATARAZZO spaghettini int.x500grs|1869.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070335975,1,Fideos MATARAZZO spaghettini int.x500grs,MATARAZZO,,1869.00,1544.63,20.00,37380.00,30892.60,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336316|Fideos MATARAZZO tallarin N5 x500g|1405.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336316,1,Fideos MATARAZZO tallarin N5 x500g,MATARAZZO,x500g,1405.00,1161.16,20.00,28100.00,23223.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336293|Fideos MATARAZZO tirabuzon N28 x500g|1405.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336293,1,Fideos MATARAZZO tirabuzon N28 x500g,MATARAZZO,x500g,1405.00,1161.16,15.00,21075.00,17417.40,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336651|Fideos RINA MATA. spaghetti sem. x500gr|2425.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336651,1,Fideos RINA MATA. spaghetti sem. x500gr,RINA,x500gr,2425.00,2004.13,18.00,43650.00,36074.34,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336460|Fideos TERRABUSI spaghetti N3 x500grs|979.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336460,1,Fideos TERRABUSI spaghetti N3 x500grs,TERRABUSI,,979.00,809.09,20.00,19580.00,16181.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336477|Fideos TERRABUSI tallarin N7 x500grs|979.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336477,1,Fideos TERRABUSI tallarin N7 x500grs,TERRABUSI,,979.00,809.09,20.00,19580.00,16181.80,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790070336453|Fideos TERRABUSI tirabuzon x500g|979.00,2026-05-08,fideos,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790070336453,1,Fideos TERRABUSI tirabuzon x500g,TERRABUSI,x500g,979.00,809.09,15.00,14685.00,12136.35,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
63|1|17|7790895000997|GAS. COCA COLA 2.25 lt|5353.37,2026-05-08,gaseosas,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790895000997,1,GAS. COCA COLA 2.25 lt,COCA COLA,2.25 lt,5353.37,4424.27,8,42826.96,35394.16,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7790895067570|GAS. COCA COLA ZERO 2.25 lt|4407.69,2026-05-08,gaseosas,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7790895067570,1,GAS. COCA COLA ZERO 2.25 lt,COCA COLA,2.25 lt,4407.69,3642.72,8,35261.52,29141.76,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791813888468|GAS. PEPSI COLA 2 lt|2954.66,2026-05-08,gaseosas,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791813888468,1,GAS. PEPSI COLA 2 lt,PEPSI COLA,2 lt,2954.66,2441.87,8,23637.28,19534.96,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791813888475|GAS. PEPSI COLA 3 lt|4332.18,2026-05-08,gaseosas,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791813888475,1,GAS. PEPSI COLA 3 lt,PEPSI COLA,3 lt,4332.18,3580.31,6,25993.08,21481.86,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791813888376|GAS. PEPSI COLA 354 cc|1675.69,2026-05-08,gaseosas,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791813888376,1,GAS. PEPSI COLA 354 cc,PEPSI COLA,354 cc,1675.69,1384.87,24,40216.56,33236.88,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
63|1|17|7791813888406|GAS. PEPSI COLA 500 cc|1381.89,2026-05-08,gaseosas,63,1,17,MAXICONSUMO S A,MAXICONSUMO,Sucursal La Plata,mayorista,La Plata,AR-B,Calle 13 esq. 517,7791813888406,1,GAS. PEPSI COLA 500 cc,PEPSI COLA,500 cc,1381.89,1142.06,6,8291.34,6852.36,,,,,2026-05-07T21:00:22-03:00,2026-05-08/sepa_1_comercio-sepa-63_2026-05-08_09-05-10.zip
60|1|0013|7790895000232|Gaseosa COCA COLA lata x354cc|1699.00,2026-05-08,gaseosas,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790895000232,1,Gaseosa COCA COLA lata x354cc,COCA COLA,x354cc,1699.00,1405.03,6.00,10194.00,8430.18,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
60|1|0013|7790895012266|Gaseosa COCA COLA pet x1.25lt|2549.00,2026-05-08,gaseosas,60,1,0013,MAYCAR S.A.,Supermayorista Vital,La Plata,mayorista,La Plata,AR-B,Av. 520 e/ 21 y 23 2650,7790895012266,1,Gaseosa COCA COLA pet x1.25lt,COCA COLA,x1.25lt,2549.00,2107.35,12.00,30588.00,25288.20,,,,,2026-05-08T05:33:10-03:00,2026-05-08/sepa_1_comercio-sepa-60_2026-05-08_09-05-10.zip
