id_comercio|id_bandera|comercio_cuit|comercio_razon_social|comercio_bandera_nombre|comercio_bandera_url|comercio_ultima_actualizacion|comercio_version_sepa
65|1|30607371799|Autoservicio Mayorista Diarco S.A.|Diarco|https://www.diarco.com.ar|2026-05-07T23:43:15-03:00|0

Ultima actualizacion: 2026-05-07T23:43:15-03:00
