id_comercio|id_bandera|id_sucursal|id_producto|productos_ean|id_dun_14|productos_descripcion|productos_marca|precio_unitario_bulto_por_unidad_venta_con_iva|precio_unitario_bulto_por_unidad_venta_sin_iva|unidad_venta|precio_bulto_con_iva|precio_bulto_sin_iva|productos_precio_unitario_con_iva_promo1|productos_precio_unitario_sin_iva_promo1|productos_leyenda_promo1|productos_precio_unitario_con_iva_promo2|productos_precio_unitario_sin_iva_promo2|productos_leyenda_promo2
70|1|1|7790900015909|1|07790900015909|ABSORBE OLORES P/HELAD.AIRE PUR|IBERIA|6150.00|5082.64|1|6150.00|5082.64|0.00|0.00| |0.00|0.00| 
70|1|1|7790060023684|1|07790060023684|ACEITE DE GIRASOL COCINERO 1.5 LT|MOLINOS RIO DL.PLATA|5600.00|4628.10|1|5600.00|4628.10|0.00|0.00| |0.00|0.00| 
70|1|2|7790060023684|1|07790060023684|ACEITE DE GIRASOL COCINERO 1.5 LT|MOLINOS RIO DL.PLATA|5600.00|4628.10|1|5600.00|4628.10|0.00|0.00| |0.00|0.00| 
70|1|3|7790060023684|1|07790060023684|ACEITE DE GIRASOL COCINERO 1.5 LT|MOLINOS RIO DL.PLATA|5600.00|4628.10|1|5600.00|4628.10|0.00|0.00| |0.00|0.00| 
70|1|4|7790060023684|1|07790060023684|ACEITE DE GIRASOL COCINERO 1.5 LT|MOLINOS RIO DL.PLATA|5600.00|4628.10|1|5600.00|4628.10|0.00|0.00| |0.00|0.00| 
70|1|1|7790070012050|1|07790070012050|ACEITE DE GIRASOL COCINERO 900 CC|MOLINOS RIO DL.PLATA|3540.00|2925.62|1|3540.00|2925.62|0.00|0.00| |0.00|0.00| 
70|1|2|7790070012050|1|07790070012050|ACEITE DE GIRASOL COCINERO 900 CC|MOLINOS RIO DL.PLATA|3540.00|2925.62|1|3540.00|2925.62|0.00|0.00| |0.00|0.00| 
70|1|3|7790070012050|1|07790070012050|ACEITE DE GIRASOL COCINERO 900 CC|MOLINOS RIO DL.PLATA|3540.00|2925.62|1|3540.00|2925.62|0.00|0.00| |0.00|0.00| 
70|1|4|7790070012050|1|07790070012050|ACEITE DE GIRASOL COCINERO 900 CC|MOLINOS RIO DL.PLATA|3540.00|2925.62|1|3540.00|2925.62|0.00|0.00| |0.00|0.00| 
70|1|1|7790272001029|1|07790272001029|ACEITE DE GIRASOL NATURA 1.5 LT|A.G.D.|5650.00|4669.42|1|5650.00|4669.42|0.00|0.00| |0.00|0.00| 
70|1|2|7790272001029|1|07790272001029|ACEITE DE GIRASOL NATURA 1.5 LT|A.G.D.|5650.00|4669.42|1|5650.00|4669.42|0.00|0.00| |0.00|0.00| 
70|1|3|7790272001029|1|07790272001029|ACEITE DE GIRASOL NATURA 1.5 LT|A.G.D.|5650.00|4669.42|1|5650.00|4669.42|0.00|0.00| |0.00|0.00| 
70|1|4|7790272001029|1|07790272001029|ACEITE DE GIRASOL NATURA 1.5 LT|A.G.D.|5650.00|4669.42|1|5650.00|4669.42|0.00|0.00| |0.00|0.00| 
70|1|1|7790272001036|1|07790272001036|ACEITE DE GIRASOL NATURA 3 LT.|A.G.D.|11890.00|9826.45|1|11890.00|9826.45|0.00|0.00| |0.00|0.00| 
70|1|3|7790272001036|1|07790272001036|ACEITE DE GIRASOL NATURA 3 LT.|A.G.D.|11890.00|9826.45|1|11890.00|9826.45|0.00|0.00| |0.00|0.00| 
70|1|4|7790272001036|1|07790272001036|ACEITE DE GIRASOL NATURA 3 LT.|A.G.D.|11890.00|9826.45|1|11890.00|9826.45|0.00|0.00| |0.00|0.00| 
70|1|1|7790272004112|1|07790272004112|ACEITE DE GIRASOL NATURA 5 LTS.|A.G.D.|18450.00|15247.93|1|18450.00|15247.93|0.00|0.00| |0.00|0.00| 
70|1|2|7790272004112|1|07790272004112|ACEITE DE GIRASOL NATURA 5 LTS.|A.G.D.|18450.00|15247.93|1|18450.00|15247.93|0.00|0.00| |0.00|0.00| 
70|1|3|7790272004112|1|07790272004112|ACEITE DE GIRASOL NATURA 5 LTS.|A.G.D.|18450.00|15247.93|1|18450.00|15247.93|0.00|0.00| |0.00|0.00| 
70|1|4|7790272004112|1|07790272004112|ACEITE DE GIRASOL NATURA 5 LTS.|A.G.D.|18450.00|15247.93|1|18450.00|15247.93|0.00|0.00| |0.00|0.00| 
70|1|1|7790272001005|1|07790272001005|ACEITE DE GIRASOL NATURA 900 C.C.|A.G.D.|3550.00|2933.88|1|3550.00|2933.88|0.00|0.00| |0.00|0.00| 
70|1|2|7790272001005|1|07790272001005|ACEITE DE GIRASOL NATURA 900 C.C.|A.G.D.|3550.00|2933.88|1|3550.00|2933.88|0.00|0.00| |0.00|0.00| 
70|1|3|7790272001005|1|07790272001005|ACEITE DE GIRASOL NATURA 900 C.C.|A.G.D.|3550.00|2933.88|1|3550.00|2933.88|0.00|0.00| |0.00|0.00| 
70|1|4|7790272001005|1|07790272001005|ACEITE DE GIRASOL NATURA 900 C.C.|A.G.D.|3550.00|2933.88|1|3550.00|2933.88|0.00|0.00| |0.00|0.00| 
70|1|1|7791615001768|1|07791615001768|ACEITE DE GIRASOL PRIMER PRECIO 1.5|BUNGE|4900.00|4049.59|1|4900.00|4049.59|0.00|0.00| |0.00|0.00| 
70|1|2|7791615001768|1|07791615001768|ACEITE DE GIRASOL PRIMER PRECIO 1.5|BUNGE|4900.00|4049.59|1|4900.00|4049.59|0.00|0.00| |0.00|0.00| 
70|1|3|7791615001768|1|07791615001768|ACEITE DE GIRASOL PRIMER PRECIO 1.5|BUNGE|4900.00|4049.59|1|4900.00|4049.59|0.00|0.00| |0.00|0.00| 
70|1|4|7791615001768|1|07791615001768|ACEITE DE GIRASOL PRIMER PRECIO 1.5|BUNGE|4900.00|4049.59|1|4900.00|4049.59|0.00|0.00| |0.00|0.00| 
70|1|1|7791615001751|1|07791615001751|ACEITE DE GIRASOL PRIMER PRECIO 900|BUNGE|2950.00|2438.02|1|2950.00|2438.02|0.00|0.00| |0.00|0.00| 
70|1|2|7791615001751|1|07791615001751|ACEITE DE GIRASOL PRIMER PRECIO 900|BUNGE|2950.00|2438.02|1|2950.00|2438.02|0.00|0.00| |0.00|0.00| 
70|1|3|7791615001751|1|07791615001751|ACEITE DE GIRASOL PRIMER PRECIO 900|BUNGE|2950.00|2438.02|1|2950.00|2438.02|0.00|0.00| |0.00|0.00| 
70|1|4|7791615001751|1|07791615001751|ACEITE DE GIRASOL PRIMER PRECIO 900|BUNGE|2950.00|2438.02|1|2950.00|2438.02|0.00|0.00| |0.00|0.00| 
70|1|2|7790070226440|1|07790070226440|ACEITE DE OLIVA COCINERO 250CC.PET|MOLINOS RIO DL.PLATA|4650.00|3842.98|1|4650.00|3842.98|0.00|0.00| |0.00|0.00| 
70|1|2|7790070225580|1|07790070225580|ACEITE DE OLIVA COCINERO E.VIRGEN25|MOLINOS RIO DL.PLATA|5630.00|4652.89|1|5630.00|4652.89|0.00|0.00| |0.00|0.00| 
70|1|3|7790070225580|1|07790070225580|ACEITE DE OLIVA COCINERO E.VIRGEN25|MOLINOS RIO DL.PLATA|5630.00|4652.89|1|5630.00|4652.89|0.00|0.00| |0.00|0.00| 
70|1|4|7790070225580|1|07790070225580|ACEITE DE OLIVA COCINERO E.VIRGEN25|MOLINOS RIO DL.PLATA|5630.00|4652.89|1|5630.00|4652.89|0.00|0.00| |0.00|0.00| 
70|1|1|7790070218216|1|07790070218216|ACEITE DE OLIVA COCINERO E.VIRGEN50|MOLINOS RIO DL.PLATA|10230.00|8454.55|1|10230.00|8454.55|0.00|0.00| |0.00|0.00| 
70|1|2|7790070218216|1|07790070218216|ACEITE DE OLIVA COCINERO E.VIRGEN50|MOLINOS RIO DL.PLATA|10230.00|8454.55|1|10230.00|8454.55|0.00|0.00| |0.00|0.00| 
70|1|1|7798090730299|1|07798090730299|ACEITE DE OLIVA LAUR 250ML EXTRA VI|LAUR|6300.00|5206.61|1|6300.00|5206.61|0.00|0.00| |0.00|0.00| 
70|1|2|7798090730299|1|07798090730299|ACEITE DE OLIVA LAUR 250ML EXTRA VI|LAUR|6300.00|5206.61|1|6300.00|5206.61|0.00|0.00| |0.00|0.00| 
70|1|3|7798090730299|1|07798090730299|ACEITE DE OLIVA LAUR 250ML EXTRA VI|LAUR|6300.00|5206.61|1|6300.00|5206.61|0.00|0.00| |0.00|0.00| 
70|1|3|7798089050490|1|07798089050490|ACEITE DE OLIVA P.PRECIO E.V.250CC|SOL FRUT S.A.|7412.88|6126.35|1|7412.88|6126.35|0.00|0.00| |0.00|0.00| 
70|1|4|7798089050490|1|07798089050490|ACEITE DE OLIVA P.PRECIO E.V.250CC|SOL FRUT S.A.|7412.88|6126.35|1|7412.88|6126.35|0.00|0.00| |0.00|0.00| 
70|1|4|7790010959780|1|07790010959780|ACEITE JHONSONS P/NIÑOS 100ML|CARLOS DECHANZI PERF|4299.74|3553.50|1|4299.74|3553.50|0.00|0.00| |0.00|0.00| 
70|1|1|0000000051509|0|00000000051509|ACEITUNA VERDE VANOLI DESC. 7,5K|VANOLI|53100.00|43884.30|1|53100.00|43884.30|0.00|0.00| |0.00|0.00| 
70|1|2|0000000051509|0|00000000051509|ACEITUNA VERDE VANOLI DESC. 7,5K|VANOLI|53100.00|43884.30|1|53100.00|43884.30|0.00|0.00| |0.00|0.00| 
70|1|4|7790127000306|1|07790127000306|ACEITUNAS NEGRAS VANOLI 180G DP|VANOLI|2200.00|1818.18|1|2200.00|1818.18|0.00|0.00| |0.00|0.00| 
70|1|1|7792070001065|1|07792070001065|ACEITUNAS NUCETE DP. DESC. 80 GR.|AGRO ACEITUNERA|1250.00|1033.06|1|1250.00|1033.06|0.00|0.00| |0.00|0.00| 
70|1|2|7792070001065|1|07792070001065|ACEITUNAS NUCETE DP. DESC. 80 GR.|AGRO ACEITUNERA|1250.00|1033.06|1|1250.00|1033.06|0.00|0.00| |0.00|0.00| 
70|1|3|7792070001065|1|07792070001065|ACEITUNAS NUCETE DP. DESC. 80 GR.|AGRO ACEITUNERA|1250.00|1033.06|1|1250.00|1033.06|0.00|0.00| |0.00|0.00| 
70|1|1|7792070001027|1|07792070001027|ACEITUNAS NUCETE DP. NEGRAS 100 GR.|AGRO ACEITUNERA|1220.00|1008.26|1|1220.00|1008.26|0.00|0.00| |0.00|0.00| 
70|1|3|7792070001027|1|07792070001027|ACEITUNAS NUCETE DP. NEGRAS 100 GR.|AGRO ACEITUNERA|1220.00|1008.26|1|1220.00|1008.26|0.00|0.00| |0.00|0.00| 
70|1|1|7792070011149|1|07792070011149|ACEITUNAS NUCETE DP. NEGRAS 180 GR.|AGRO ACEITUNERA|2090.00|1727.27|1|2090.00|1727.27|0.00|0.00| |0.00|0.00| 
70|1|1|7792070001072|1|07792070001072|ACEITUNAS NUCETE DP. RELLENAS 100G.|AGRO ACEITUNERA|1440.00|1190.08|1|1440.00|1190.08|0.00|0.00| |0.00|0.00| 
