id_comercio|id_bandera|comercio_cuit|comercio_razon_social|comercio_bandera_nombre|comercio_bandera_url|comercio_ultima_actualizacion|comercio_version_sepa
62|1|30707429468|BASUALDO SA|BASUALDO MAYORISTAS||2026-05-08T05:15:02-03:00|0

última actualización: 2026-05-08T05:15:02-03:00
