id_comercio|id_bandera|comercio_cuit|comercio_razon_social|comercio_bandera_nombre|comercio_bandera_url|comercio_ultima_actualizacion|comercio_version_sepa
61|1|30589621499|HIPERMAYORISTA MAKRO S.A|HIPERMAYORISTA MAKRO|www.makro.com.ar|2026-05-08T05:30:08-03:00|0

última actualización: 2026-05-08T05:30:08-03:00
