id_comercio|id_bandera|id_sucursal|sucursales_nombre|sucursales_tipo|sucursales_calle|sucursales_numero|sucursales_latitud|sucursales_longitud|sucursales_observaciones|sucursales_barrio|sucursales_codigo_postal|sucursales_localidad|sucursales_provincia|sucursales_lunes_horario_atencion|sucursales_martes_horario_atencion|sucursales_miercoles_horario_atencion|sucursales_jueves_horario_atencion|sucursales_viernes_horario_atencion|sucursales_sabado_horario_atencion|sucursales_domingo_horario_atencion
61|1|12|mar del plata|mayorista|avenida champagnat y alvarado|790|-37.99076|-57.591739|(prov. de buenos aires)|mar del plata|7600|mar del plata|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|10:00 a 21:30
61|1|13|santa fe|mayorista|ruta nacional 168 y ruta provincial 1|790|-31.64155190| -60.62929980|(la guardia - prov. de santa fe)|santa fe|3001|santa fe|AR-S|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado
61|1|14|bah?a blanca|mayorista|avenida sarmiento|4114|-38.6834239|-62.2298430|(prov. de buenos aires)|bah?a blanca|8000|bah?a blanca|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|10:00 a 21:30
61|1|15|ituzaingo|mayorista|cerrito|1110|-34.630206|-58.696006|(colectora sur acceso oeste)|ituzaing?|1714|ituzaing?|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|10:00 a 20:00
61|1|16|tucuman|mayorista|avenida povincia|1200|-26.832764|-65.267375|(san miguel de tucuman)|tucuman|4000|tucuman|AR-T|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado
61|1|17|neuquen|mayorista|teodoro planas|4141|-38.958933|-68.116524|(esq. el cholar, prov. de neuquen)|neuquen|8300|neuquen|AR-Q|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|10:00 a 20:00
61|1|18|rio cuarto|mayorista|ruta 5|213|-33.132107|-64.383362|(entre quenen y leyes obreras, prov. de cordoba)|rio cuarto|5800|rio cuarto|AR-X|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado
61|1|19|san juan|mayorista|ruta nacional nro 40 y cano|1021|-31.5626996|-68.5140594|(departamento de rawson, prov. de san juan)|san juan|5425|san juan|AR-J|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado
61|1|20|corrientes|mayorista|ruta nacional nro 40 y ruta provincial nro 5|501|-27.4861212|-58.7761760|(km 0.5, prov. de corrientes)|corrientes|3400|corrientes|AR-W|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado
61|1|21|cordoba (av. juan b. j.)|mayorista|circunvalacion y av. juan b justo|1290|-31.356773|-64.173195|(prov. de cordoba)|cordoba|5019|cordoba|AR-X|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|10:00 a 20:00
61|1|22|posadas|mayorista|ruta nacional 12|10650|-27.4411668|-55.8787454|(prov. de misiones)|misiones|3300|posadas|AR-N|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado
61|1|23|pilar|mayorista|Colectora Este Ramal Pilar, La Lonja|10650|-34.435808|-58.851186|(prov. de bs as)|pilar|1629|pilar|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|09:00 a 20:00
61|1|25|benavidez|mayorista|Colectora Oeste 41300|10650|-34.404951|-58.7339199|(prov. de bs as)|benavidez|1621|benavidez|AR-B|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|09:00 a 20:00
61|1|24|salta|mayorista|Av. Monseñor Tavella 2460|10650|-24.818035| -65.408598|(prov de sata)|salta|4440|salta|AR-A|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|08:00 a 21:30|cerrado

última actualización: 2026-05-08T05:30:08-03:00
