id_comercio|id_bandera|comercio_cuit|comercio_razon_social|comercio_bandera_nombre|comercio_bandera_url|comercio_ultima_actualizacion|comercio_version_sepa
63|1|30663005843|MAXICONSUMO S A|MAXICONSUMO||2026-05-07T21:00:22-03:00|1.0

Última actualización: 2026-05-07T21:00:22-03:00
