id_comercio|id_bandera|comercio_cuit|comercio_razon_social|comercio_bandera_nombre|comercio_bandera_url|comercio_ultima_actualizacion|comercio_version_sepa
66|1|30565574759|Ricardo Nini S.A.|NINI Centro de compras mayoristas|HTTP://www.nini.com.ar|2026-05-08T04:10:13-03:00|1

Última actualización: 2026-05-08T04:10:13-03:00
