id_comercio|id_bandera|comercio_cuit|comercio_razon_social|comercio_bandera_nombre|comercio_bandera_url|comercio_ultima_actualizacion|comercio_version_sepa
60|1|30612865333|MAYCAR S.A.|Supermayorista Vital|http://www.vital.com.ar|2026-05-08T05:33:10-03:00|0

Ultima Actualización: 2026-05-08T05:33:10-03:00
